id,contact_country,sub_category,sub_category_title,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,acc_count,code,status,country,accredited
b93245b925eb4096aa53407af606309c,ES,63,Regional structures,JCCM,Junta de Comunidades de Castilla-La Mancha,6,,9999,,14,0,36564929700-77,active,209,
24498a8733dd45078d5905856e91caa3,BE,31,"Non-governmental organisations, platforms and networks and similar",WUNRN,Women of the United Nations Report Network,3,,,,2.25,2,585360818421-71,active,21,
0d1c669fac244d2681151c0cbdd08b73,SK,31,"Non-governmental organisations, platforms and networks and similar",OSS,Ochrana slovenských spotrebiteľov,3,,,,2.5,0,221011418506-11,active,201,
a2f042aeddd44079b7903c7c0b294cd2,HR,25,Trade and business organisations,CBA,Croatian Banking Association,2,50000,99999,,1.75,0,635043818530-97,active,54,
e263f4da371e4141a5e7b90bd6597c7e,AT,26,Trade unions and professional associations,ACA,Austrian Cockpit Association - Verband Österreichischer Verkehrspiloten,2,,9999,,0.25,0,384320318552-40,active,14,
26752b7391214923a9d585569664241d,BE,25,Trade and business organisations,ELPHA vzw,European Live Poultry and Hatching Egg Association,2,25000,49999,,0.5,0,519541518551-15,active,21,
41ea9b3d5baf4e5eb2f7de2f66d819ef,DE,31,"Non-governmental organisations, platforms and networks and similar",BIOSAX,biosaxony e.V.,3,200000,299999,,1.5,0,831599318542-21,active,82,
ce1a71a8286848c79004f743a2fb74d3,DE,21,Companies & groups,vitaphone,vitaphone GmbH,2,25000,49999,,1,0,392197818556-75,active,82,
71cb9935b1e442b5b16c67418a56b61f,BE,11,Professional consultancies,EI,Europa Insights,1,100000,199999,,4.5,4,578630818521-25,active,21,
16dd1e8585e44fb9beda7d4e7c77e89a,FR,26,Trade unions and professional associations,,fédération européenne des producteurs de sel marin récolté manuellement,2,,,9000,0.25,0,032169118568-82,active,75,
8f677043aac54566be0a3bbb4b02e59c,PT,26,Trade unions and professional associations,GDA,"GDA - Cooperativa de Gestão dos Direitos dos Artistas Intérpretes ou Executantes, CRL,",2,,,10000,0.75,0,635049818593-25,active,177,
ecf48ffa478140a3a251b7b0c2fdc52b,NL,21,Companies & groups,NXP,NXP Semiconductors Netherlands B.V.,2,600000,699999,,4,0,898711618618-45,active,155,
b6f4377e2941449983268b39aa371bac,IE,25,Trade and business organisations,IPHA,Irish Pharmaceutical Healthcare Association,2,,,0,0.25,0,701937518594-20,active,105,
9b92ebe1b4ba46c18853e9e7b701cdaa,FR,26,Trade unions and professional associations,AFTI,Association Française des Professionnels des Titres,2,25000,49999,,25,0,344174218621-09,active,75,
aa52b3d04e1a4f98949460fb5405ac5f,IT,27,Other in house lobbyists,ISIT,ISTITUTO SALUMI ITALIANI TUTELATI,2,,,400000,0.5,0,695833118613-57,active,108,
e59467b63349429f8bf78212878f71e1,ES,31,"Non-governmental organisations, platforms and networks and similar",Coordina Ecoloxista,Coordinadora Ecoloxista d'Asturies,3,,,50,0.5,0,383780918753-22,active,209,
a89b0efd9b104ddcae449b806237d169,DK,26,Trade unions and professional associations,,Danish Trade Union Office,2,200000,299999,,2.5,3,805838518601-52,active,59,
6356090487b5418e9249c9145f3b6e4f,HR,31,"Non-governmental organisations, platforms and networks and similar",DOOR,Društvo za oblikovanje održivog razvoja,3,25000,49999,,2,0,453917018572-70,active,54,
2929a603f64747c694bd1ad1504b835b,BE,31,"Non-governmental organisations, platforms and networks and similar",AfS,Allied for Startups asbl,3,,,100000,2,1,634665118544-37,active,21,
d91cf31bd45f417ba5c376bad66cb908,GB,11,Professional consultancies,,Aurora Energy Research Limited,1,,9999,,0.25,0,587479018570-38,active,233,
56746a7f7b444814824e74fdb9f5dcf5,FR,21,Companies & groups,MGEN,Mutuelle Générale de l'Education Nationale,2,100000,199999,,0.5,0,798276218578-53,active,75,
d221870283a14820a3b49897aa2b9508,ES,26,Trade unions and professional associations,AEPJMA,Asociacion Española de Peritos Judiciales y Mediadores Arbitrales,2,,9999,,0.5,0,129650219902-45,active,209,
0ba69d74e0184daba6309c8b52752766,DE,25,Trade and business organisations,BDF,Bundesverband der Deutschen Fluggesellschaften,2,,9999,,0.25,0,01687677911-90,active,82,
549123a8bead48baaf38ae2650cf0d4f,DE,31,"Non-governmental organisations, platforms and networks and similar",aireg,Aviation Initiative for Renewable Energy in Germany e.V.,3,,9999,,0.5,0,526264710638-11,active,82,
282c16fc707a47db85a919bf80fd28c1,AT,21,Companies & groups,Plansee Group,Plansee Holding AG,2,,9999,,5,0,171448418631-80,active,14,
4e0b0a0202c6499b85eb3271c1d79290,FI,31,"Non-governmental organisations, platforms and networks and similar",,Finnwatch ry,3,,,347000,4,0,076979218638-77,active,74,
d16e5a7a2c0a4bf898e20b88c9148329,NL,31,"Non-governmental organisations, platforms and networks and similar",IFLA,International Federation of Library Associations and Institutions,3,,9999,,0.75,2,661655418600-59,active,155,
1d7e7a72db334785ba436ab3164de950,IT,25,Trade and business organisations,AIIPA,Associazione Italiana Industrie Prodotti Alimentari,2,,9999,,1.5,0,402497918633-29,active,108,
b04cc21d00fa4313a228aff57fd38d55,GB,21,Companies & groups,,Rio Tinto,2,,9999,,1.5,0,627987212276-53,active,233,
395e931d9a674119aab90fc546582acd,FR,26,Trade unions and professional associations,FCD,Fédération des Entreprises du Commerce et de la Distribution,2,50000,99999,,2,2,312806014237-16,active,75,
649af781ad664c3fa267ccda23933f36,AT,21,Companies & groups,,Raiffeisen Kapitalanlage-Gesellschaft m.b.H.,2,10000,24999,,0.5,0,108720017067-67,active,14,
0ae3d5c697cc444cb40229b9fce336d9,DE,31,"Non-governmental organisations, platforms and networks and similar",BdV,Bund der Versicherten e.V.,3,,,180000,2,0,547660218656-93,active,82,
46b2a0c50dac435d908bc33732b237d4,LV,31,"Non-governmental organisations, platforms and networks and similar",ZSA,Biedrība Zemnieku saeima,3,50000,99999,,0.5,0,961707318657-19,active,120,
722ca0bbfc8f4f31af37f6302de8880d,SE,21,Companies & groups,,Boliden Group,2,,9999,,0.25,0,482997418651-48,active,214,
d22113dfa2034084aa0c98404a267123,IE,21,Companies & groups,,Supermac's Holding Limited,2,,9999,,0.25,0,374011918661-85,active,105,
9346ac35682d46c19242e97b74ecabe5,IT,25,Trade and business organisations,FederBio,Italian Federation of Organic and Biodynamic Agriculture,2,900000,999999,,8,0,753289418603-31,active,108,
81eecbbb4224417586f58db57da032fe,BE,13,Self-employed consultants,,Joaquín de Santos Barbosa,1,,9999,,0.25,0,369704518665-47,active,21,
88b9c44b1b8d48a0bd9b98dd8e144cb5,BE,13,Self-employed consultants,,Pierre NAASSENS,1,,9999,,0.5,1,056433618636-63,active,21,
eaf3b5f8f18c4d0ab0b9bfb82085eecd,BE,25,Trade and business organisations,AECM,Association européenne du cautionnement,2,300000,399999,,2.75,1,67611102869-33,active,21,
d178924273bc4c5d9b0c02455c492b49,DE,13,Self-employed consultants,,Emilie Martin Consulting,1,,9999,,0.75,1,022164311254-88,active,82,
9be2dbb3503c4e78ae16b1ad40ea9011,BE,21,Companies & groups,TCB Media,TheClubbing Media SPRL,2,,9999,,0.25,0,392149818671-30,active,21,
f5b45a0df43e40d78f242fa896651ac7,SE,42,Academic institutions,WMU,World Maritime University,4,600000,699999,,5,0,858273418679-54,active,214,
1e741ed2f54f4394aec95440af49c2a1,GR,21,Companies & groups,,WIND Hellas Telecommunications S.A.,2,,,100000,0.25,0,644994718642-01,active,85,
55afac526e4c4bc68b135e7cceab0291,BE,21,Companies & groups,REScoop.eu,REScoop.eu,2,10000,24999,,0.5,2,983954218683-60,active,21,
4095f6f1818c407f9a4551ccd33da3ed,US,21,Companies & groups,SYMC,Symantec Corporation,2,800000,899999,,2,2,3612325809-89,active,234,
600f2d631d64476fbf1247d2eeb2e0b8,BE,63,Regional structures,OVAM,Openbare Vlaamse Afvalstoffenmaatschappij,6,,,300000,9.5,0,594435418712-96,active,21,
2773f4612be84c4083d4b5c98a0aa336,US,11,Professional consultancies,,McLarty Associates,1,200000,299999,,1.5,0,502376418704-34,active,234,
c9d614ca436b4c94b35916343c525735,AT,21,Companies & groups,ATV,ATV Privat TV GmbH & Co KG,2,,9999,,0.25,0,335327618722-11,active,14,
0dac5c4db3c24e42bb34986af397c1e0,FR,26,Trade unions and professional associations,SNPTV,Syndicat National de la Publicité Télévisée,2,,9999,,0.25,0,495787718702-74,active,75,
7306ceb6b41742d38267a8a47ea9b4c3,DK,25,Trade and business organisations,ARI,Affalds- og Ressourceindustrien,2,,9999,,0.25,0,040739718653-81,active,59,
0042efd9e19f4f5fb66d5f2e754a1d0c,GB,13,Self-employed consultants,,Phil Papard Consulting,1,10000,24999,,0.25,0,542648618716-74,active,233,
cb49ee4766884e88925f558a055200c7,FR,26,Trade unions and professional associations,FHE,French Hospitality in Europe,2,,9999,,1,0,950590618723-41,active,75,
f9752cb7df5f472786b334cfb5fff249,FR,31,"Non-governmental organisations, platforms and networks and similar",REIF,Protection sociale française,3,,,288062,3,3,493485518698-13,active,75,
a5961c54513b416e9a27980c949d91ad,DE,25,Trade and business organisations,BVK,Bundesverband der Deutschen Kalkindustrie e.V.,2,25000,49999,,1,0,492140618689-61,active,82,
3ad2018fa3e84da4bee6d6047c188f2b,GB,11,Professional consultancies,BFIPR,Barnett Fernandes International Ltd,1,50000,99999,,0.75,0,802985618571-68,active,233,
a51b57298c9d42efa43900653a1f3612,ES,25,Trade and business organisations,FEDETAXI,FEDERACION ESPAÑOLA DEL TAXI,2,,9999,,0.5,4,683678218692-72,active,209,
4ede5dd18fb948a8b9823d5189441614,NL,21,Companies & groups,,Arion Holding B.V.,2,,9999,,0.5,0,241222418697-51,active,155,
fe52499489af4d9e98c30992c06cbf8f,DE,21,Companies & groups,,Boehringer Ingelheim,2,300000,399999,,0.5,4,289777818743-24,active,82,
fd663d757d9844f49347d24d050e69d4,FR,12,Law firms,CMS BFL,CMS Bureau Francis Lefebvre,1,,,5000,1,0,236306318725-94,active,75,
af1ee16cd83445e5992a706a2c885bcc,IE,21,Companies & groups,ISE,Irish Stock Exchange,2,10000,24999,,0.5,0,190087618732-70,active,105,
9dacaf7d85494ba1bdd8b7f843677f0c,SE,25,Trade and business organisations,,Sveriges Bussföretag,2,10000,24999,,1.25,0,166206418739-80,active,214,
bfc3efcc6ccd400795a3dbc39183f336,US,12,Law firms,CHP,Cultural Heritage Partners,1,,9999,,2,0,713809718726-07,active,234,
5ffb57dacb634f99b1bc146f53903780,CH,25,Trade and business organisations,SIINDA,SIINDA,2,10000,24999,,1,0,209899418750-27,active,215,
b8713846cfa849798b6453a7dc9c922c,DE,26,Trade unions and professional associations,BTK,Bundestierärztekammer e.V.,2,50000,99999,,1,0,885218118745-33,active,82,
97fdbc390d11481db2cdff3799557c5b,FR,31,"Non-governmental organisations, platforms and networks and similar",EA,European co-operation for Accreditation,3,,,900000,0.25,0,369088318746-31,active,75,
06fbd75730e347e59a74253c2cbf4f81,GB,31,"Non-governmental organisations, platforms and networks and similar",,Volonteurope,3,200000,299999,,3.75,4,834514818751-23,active,233,
ffcf8cce053c493fba0a4b1a779c2a4c,NL,21,Companies & groups,Eurofiber,Eurofiber Holding,2,25000,49999,,0.5,0,762465118754-84,active,155,
bb5fa24ff8cb418a909833e547ca8c61,NL,51,Organisations representing churches and religious communities,EEA,European Evangelical Alliance,5,50000,99999,,2.5,1,922173318516-97,active,155,
b7b2d766fcc4426c942bd8c18bf95752,BE,27,Other in house lobbyists,,SHUNGHAM,2,300000,399999,,8.25,10,87449387205-03,active,21,
708ae42fef214da68247ad36601b8554,GB,13,Self-employed consultants,BRCL,Bob Rayner Consulting Limited,1,,9999,,1,0,589996118774-88,active,233,
45e98bd424634020b6c56f7e5f17278e,FR,25,Trade and business organisations,MATIKEM,Pôle de Compétitivité MATIKEM,2,,9999,,0.25,0,129367910060-37,active,75,
5ca89693f299481da931bd160a935a85,FR,65,Transnational associations and networks of public regional or other sub-national authorities,MOT,Mission Opérationnelle Transfrontalière,6,900000,999999,,6,0,178305418771-81,active,75,
e422906aca914dc69015ff0c2a2fdcf3,FR,26,Trade unions and professional associations,CRPMEM,Comité Régional des Pêches maritimes et des élevages marins Hauts-de-France,2,200000,299999,,6,0,697566218778-14,active,75,
056c7f0971c34f0287e850413320d0bc,FR,12,Law firms,,Blanche Magarinos-Rey,1,10000,24999,,0.75,1,693376718780-18,active,75,
63462dabaef74ae690c3bdb8bef6d852,CZ,13,Self-employed consultants,H-Comp Consulting,Ing. Miroslav Haltuf,1,,,0,1.5,1,611206918763-57,active,58,
da872cf02d904c69b06322e5dc1f7788,US,31,"Non-governmental organisations, platforms and networks and similar",ID,Independent Diplomat,3,300000,399999,,4,5,71462686997-10,active,234,
cfc4d4973c894f7abaaf3bb17a38d1f3,CZ,21,Companies & groups,CETIN,Česká telekomunikační infrastruktura a.s.,2,,9999,,0.25,0,107720718800-24,active,58,
43045cc54d524bb5b2f8970687a6af6f,IT,31,"Non-governmental organisations, platforms and networks and similar",AA IT,ActionAid Italia International Onlus,3,,,500000,9,0,642431418786-58,active,108,
5956b9a777df49d3bfdaff6b85428a99,DE,31,"Non-governmental organisations, platforms and networks and similar",FUE,Forum Umwelt und Entwicklung,3,,9999,,0.25,0,846795818801-87,active,82,
ff189fb548dd4ac0bc1f83fcb22626ce,US,31,"Non-governmental organisations, platforms and networks and similar",EFF,Electronic Frontier Foundation,3,50000,99999,,1,0,802311918789-51,active,234,
0c6f1dde301d4091a48ea467e5d8cab7,HU,31,"Non-governmental organisations, platforms and networks and similar",,Mérték Médiaelemző Műhely Közhasznú Nonprofit Kft,3,,,77200,2,0,395115818788-17,active,99,
f5415dc95ff34ba28ddc1123ab6db0ed,DE,31,"Non-governmental organisations, platforms and networks and similar",JCI Europe,Junior Chamber International Europe,3,,9999,,0.25,0,623378418806-45,active,82,
77badcc5dc604062aeb67d49db166888,DE,25,Trade and business organisations,VDAV,VDAV-Verband Deutscher Auskunfts- und Verzeichnismedien e.V.,2,,9999,,0.5,2,234264218793-55,active,82,
f868ef10908b4d5a9779a9441a826418,FR,13,Self-employed consultants,,ALL LABELS,1,10000,24999,,0.5,0,613733318795-91,active,75,
2bddb4e9efb943a6aa43b8dbbb962254,GB,63,Regional structures,WYCA,WEST YORKSHIRE COMBINED AUTHORITY,6,200000,299999,,5.25,0,532087618790-32,active,233,
a67aea90218d4cc5a8bb4ac70bb33c0e,FI,11,Professional consultancies,Momentous,Momentous,1,50000,99999,,0.5,0,373750418787-42,active,74,
8bfa7cf9cae94633a833d7ceb9403395,IT,21,Companies & groups,Innex,INNEX,2,10000,24999,,1.5,0,153626318796-37,active,108,
11ce0703820d4fdcbe3faeb46f0d54f0,IT,21,Companies & groups,Consorzio Asiago,Asiago Cheese Consortium / Consorzio tutela formaggio Asiago,2,,9999,,0.25,0,404131317910-70,active,108,
ad3a1e692df046a3ace50a25617fe7b0,BE,25,Trade and business organisations,FERRMED,FERRMED,2,100000,199999,,2,7,91066821549-63,active,21,
2006689f89a34168b2e3409f4fa1cc42,NL,31,"Non-governmental organisations, platforms and networks and similar",United Academics,Stichting United Academics Foundation,3,10000,24999,,1.25,3,275262818818-08,active,155,
3de52b1508d74143ad2486840d2b5484,GB,21,Companies & groups,CCH,Castle Craig Hospital,2,,9999,,0.5,0,522536518658-34,active,233,
97cb10e8ae204cb8bf80b7de93826a37,SK,21,Companies & groups,,"eustream, a.s.",2,100000,199999,,1.75,0,046510618791-04,active,201,
585f525c71074792af00e6131e0fb2c8,DE,21,Companies & groups,,KUKA AG,2,10000,24999,,0.5,0,203926218805-93,active,82,
0932d736a2fd46648ff2561d7f1581a6,NL,13,Self-employed consultants,PI,Protocol International,1,,9999,,1.25,1,740847118591-51,active,155,
ecb72763977c49dda8e4fed5d72f0f60,BE,41,Think tanks and research institutions,CIONET,CIONET International,4,,9999,,0.25,0,564470018819-38,active,21,
49e8d0918a0947b384be86c1fb209691,GB,25,Trade and business organisations,TCCA,TETRA MoU Association Ltd,2,,9999,,0.25,0,742006818812-12,active,233,
ed86cbe4b737432193589fd8b107af15,BE,25,Trade and business organisations,CEEREAL,European Breakfast Cereal Association,2,200000,299999,,1.25,1,62882208965-81,active,21,
d93ffd3082274631a8efbc9ebb8f94da,ES,21,Companies & groups,CEPSA,COMPAÑIA ESPAÑOLA DE PETROLEOS SAU,2,300000,399999,,1.25,0,473235716272-48,active,209,
160d8b4e6fb148f085f72010e1b0cc14,CH,21,Companies & groups,TPI Zurich,Takeda Pharmaceuticals International GmbH,2,100000,199999,,0.75,0,815176718826-78,active,215,
14945196421f4b279684b801576f8424,BE,31,"Non-governmental organisations, platforms and networks and similar",AB-REOC,Association Belge de recherche et d'expertise des organisations de consommateurs,3,200000,299999,,6.25,0,097238218829-67,active,21,
735e570e473d4625ab168cd27204a9e8,US,26,Trade unions and professional associations,IAPP,International Association of Privacy Professionals,2,100000,199999,,4.25,0,977881918839-35,active,234,
f50e5da1cf604800816d3b7bd24d32a8,PT,31,"Non-governmental organisations, platforms and networks and similar",Dianova Portugal,Associação Dianova Portugal - Intervenção em Toxicodependências e Desenvolvimento Social.,3,,9999,,3,0,523238518817-56,active,177,
eed001b19d274394a46cbaf7b746f28c,US,21,Companies & groups,,Franklin Resources Inc.,2,100000,199999,,1,3,042053818845-45,active,234,
6f732a4ae2764b8dacb5bdafa11c45ab,PT,25,Trade and business organisations,PRODUTECH,PRODUTECH -Associação para as Tecnologias de Produção Sustentável,2,,9999,,0.25,0,213770818814-04,active,177,
7016373d4ba14015b8da9428988f1c21,FI,21,Companies & groups,,F-Secure Corporation,2,,9999,,0.25,0,957279018810-11,active,74,
ad15f5bff8d1458498688047d33a99fd,PT,42,Academic institutions,NSL Design,Nuno Sá Leal,4,,,,1.25,0,522318618847-90,active,177,
cd2578909bfd46a3987f15e14347ba93,NL,25,Trade and business organisations,,Nederland ICT,2,,9999,,0.25,0,968678118854-25,active,155,
2ee191e577254c949ace515d02d87dec,GB,31,"Non-governmental organisations, platforms and networks and similar",,EcoNexus,3,,9999,,0.25,0,600698218851-84,active,233,
859f72fd1f584ed494f66021bf0b830e,NL,41,Think tanks and research institutions,OS&O,stichting Open Source & Overheid,4,,,,1,0,742904918860-70,active,155,
b8cc644e838f402f8414745cc72c7d41,CH,51,Organisations representing churches and religious communities,WCC,World Council of Churches,5,10000,24999,,0.5,0,205790518834-06,active,215,
7d0ca0c686ab483586e4d143405b05bb,BG,31,"Non-governmental organisations, platforms and networks and similar",,Syiuz Prouizvedeno v Bulgaria,3,,9999,,0.75,0,499698611050-72,active,34,
a69f1ab5750b48dcbcb426dcd352018d,AT,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",HVB,Hauptverband der österreichischen Sozialversicherungsträger,6,50000,99999,,3,4,685141118619-24,active,14,
b437917168a648f2abb739305ca7b6fa,GB,31,"Non-governmental organisations, platforms and networks and similar",AFS,Alcohol Focus Scotland,3,,9999,,0.25,0,468121218699-90,active,233,
359f71718950417fbcede6885435ebc4,DK,31,"Non-governmental organisations, platforms and networks and similar",,Freemuse,3,,9999,,0.25,0,830419618873-29,active,59,
e59d3115a1734ef4ac66b26d4a84dbef,FR,26,Trade unions and professional associations,UDA,UNION DES ANNONCEURS,2,,9999,,0.25,0,566145418868-86,active,75,
2651f556205f4b8a8c556b480f22cf54,DE,26,Trade unions and professional associations,Die Filmschaffenden,Die Filmschaffenden e.V.,2,,9999,,0.5,0,921684318871-49,active,82,
048d877a5010495487a3c4194dc4f3b6,US,21,Companies & groups,,"Akamai Technologies, Inc.",2,100000,199999,,0.25,0,756663618867-82,active,234,
78944e2251854f52a76e0ed1245ac972,IT,25,Trade and business organisations,,Anica - Associazione Nazionale Industrie Cinematografiche Audiovisive Multimediali,2,,,25000,0.75,0,639692318866-31,active,108,
ded216d266c04796a44719b709bb73e8,NL,31,"Non-governmental organisations, platforms and networks and similar",STAP,Nederlands Instituut voor Alcoholbeleid STAP,3,,,0,1,0,826615518859-73,active,155,
670885970bbd4fe299be88586bb22485,NL,63,Regional structures,FRNN,Fisheries Regions Network Netherlands,6,,,20000,0.25,0,993289318870-52,active,155,
70a483d9f6424bb09e933b107e18f02c,IT,11,Professional consultancies,T&L,Think&Link SRL,1,10000,24999,,0.25,0,153792614048-59,active,108,
178935e263744a2c901c1bda60314113,FI,21,Companies & groups,DNA,DNA Oyj,2,25000,49999,,1,0,215050018674-84,active,74,
a719eaf300f14d3dab5a3bccc4d4951e,IT,13,Self-employed consultants,,Marco Lusetti,1,50000,99999,,1,0,764933218889-44,active,108,
5809b12127314205b188f25302397098,ES,31,"Non-governmental organisations, platforms and networks and similar",ECAF,European Conservation Agriculture Federation,3,200000,299999,,2,0,043446618888-27,active,209,
a5136cf8001542758e3be66c473881a1,FR,21,Companies & groups,GS,Galileo Services,2,,9999,,1,0,864636618893-67,active,75,
8923b8747db6461eb3c9f0bd96374c54,FI,26,Trade unions and professional associations,SJL,Suomen Journalistiliitto - Finlands Journalistförbund ry,2,50000,99999,,8.5,0,243330718895-25,active,74,
1069bf4a8fec494298341f258f77bc62,GB,21,Companies & groups,NBCU,NBCUniversal International,2,,,300000,0.5,0,636284018907-42,active,233,
aa3ae3db88b047319aed2adc19643139,BE,25,Trade and business organisations,MVNO Europe,MVNO Europe,2,25000,49999,,0.5,0,458563610807-24,active,21,
b5b28c9236094c5ba951752d38e9f0b3,PT,21,Companies & groups,Millennium bcp,"Banco Comercial Português, S.A.",2,100000,199999,,12.5,0,147822918905-17,active,177,
e39363cbd8364eebbcc9ea61a47a1362,GB,21,Companies & groups,InSinkErator,Emerson Electric UK Limited t/a Insinkerator,2,50000,99999,,0.5,0,307740118910-05,active,233,
5e7c438795d84aa39311dbf29018f42c,BE,11,Professional consultancies,PI,Political Intelligence,1,600000,699999,,10,10,34863197284-43,active,21,
615ddc932ceb4be88894b1bc7bbd7e35,BE,21,Companies & groups,ORTIS,ORTIS SA,2,,9999,,0.25,0,944347518758-70,active,21,
f1da284ad5ba49a8b656351082619724,IT,25,Trade and business organisations,UB,Associazione Unionbirrai,2,10000,24999,,2,0,916712018901-12,active,108,
d3cfb3df857e40e09cc31dde082994a9,DE,25,Trade and business organisations,BLL,Bund für Lebensmittelrecht und Lebensmittelkunde e.V. de e.V.,2,,9999,,1.5,0,583851318567-80,active,82,
4493398bbf2c467697e4d9a559e0437f,GB,25,Trade and business organisations,EAA,European AVM Alliance,2,,,,0.5,0,004258218904-75,active,233,
7b08037017484042a8e4a24bf428ad90,SE,31,"Non-governmental organisations, platforms and networks and similar",UNF,Ungdomens Nykterhetsförbund,3,25000,49999,,2.25,0,771974218919-89,active,214,
c786238ef40a4814b77ee66aac71f619,FR,26,Trade unions and professional associations,SCAM,Société civile des auteurs multimédia,2,100000,199999,,2.5,0,197350718916-86,active,75,
09dc6f7ffb9f429c97f9fc912cbde174,GB,31,"Non-governmental organisations, platforms and networks and similar",SHAAP,Scottish Health Action on Alcohol Problems,3,,9999,,1.5,0,887617518906-56,active,233,
cae0add3482b42aabc13b4aa538d4707,PL,25,Trade and business organisations,,Zwiazek Pracodawcow Przemyslu Piowarskiego - Browary Polskie,2,,,0,0.25,0,269939918914-97,active,176,
f545b22e2cd2458682f532798e987922,FR,26,Trade unions and professional associations,SNOR,Syndicat National des Opticiens Réunis,2,50000,99999,,2,0,959807118937-10,active,75,
7072e21e4d194be58e6aa7c0032edee0,GB,21,Companies & groups,UKCloud,UKCloud Ltd,2,,9999,,0.25,0,698050718939-25,active,233,
8250f629c6b444b3893c0f5f410abda0,IT,27,Other in house lobbyists,FNG Europe,Fox Networks Group Europe,2,,9999,,0.25,0,374413318943-66,active,108,
bce135e601154bb5b4b4fd5cf1b11cf2,DE,25,Trade and business organisations,FRK,FRK Fachverband Rundfunk- und Breitbandkommunikation,2,,,50000,0.25,0,701128918921-62,active,82,
dc6fb4f252d1444796753fd72ff7f497,BE,41,Think tanks and research institutions,,Carnegie Europe,4,1000000,1249999,,12.5,0,688089718929-60,active,21,
cccf24af87644999ab626a5cf10699e1,ES,31,"Non-governmental organisations, platforms and networks and similar",WWF España,Asociación para la Defensa de la Naturaleza,3,,,69850,6.5,0,621929318922-12,active,209,
a6780f35743c482591bb6cc9548b93e7,AT,21,Companies & groups,R9 Austria,R9 TV Austria,2,600000,699999,,3.5,0,965241818931-53,active,14,
367ca88c87c7464a986f10aa0b0a43b5,BE,25,Trade and business organisations,ECFF,European Chilled Food Federation,2,,9999,,0.25,0,602672918933-28,active,21,
3b11e2ca37a14fb58ec6e02a395e6252,BE,25,Trade and business organisations,FEDMA,Federation of European Direct and Interactive Marketing,2,50000,99999,,1,3,39300567160-02,active,21,
08a5be98cf084801bd01574db810289e,SE,21,Companies & groups,Systembolaget,Systembolaget Aktiebolag,2,,9999,,1.5,0,584392118899-17,active,214,
a82063239c4d463da37839f82f790bb7,BE,25,Trade and business organisations,Apex-Brasil,Apex-Brasil Brussels-Europe,2,50000,99999,,2,3,91665214476-01,active,21,
80b4e89a6b334e12bcc36b0a8a221462,BE,31,"Non-governmental organisations, platforms and networks and similar",,Univers santé,3,50000,99999,,1.25,0,643547418973-21,active,21,
199757d0b8be402c9a2abf0352dd6f75,BE,25,Trade and business organisations,BIR,Bureau of International Recycling,2,,,50000,0.25,0,153973318978-42,active,21,
ca58ebf8d32e4afe8675f8857ac1192f,FR,26,Trade unions and professional associations,CSOEC,Conseil Supérieur de l'Ordre des Experts-Comptables,2,50000,99999,,0.25,0,966464418974-87,active,75,
16dc57eaa690442a960d5a02c0d1e826,ES,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",EFPA,EUROPEAN FINANCIAL PLANNING ASSOCIATION,6,,,140307,0.75,0,254633518956-57,active,209,
5c2ca83f8c0347d18a92c2ab16b4eb1f,NL,25,Trade and business organisations,BVA,BVA bond van adverteerders,2,10000,24999,,0.5,0,376934518964-53,active,155,
f6bbe972afef4f70bef61b1afc03be14,NL,21,Companies & groups,NN Group,NN Group N.V.,2,100000,199999,,1.5,0,493416718971-18,active,155,
74a993cd6509422e86830333dc3292ac,GB,21,Companies & groups,BMA Ltd.,Baltic Media Alliance Limited,2,10000,24999,,0.75,0,168174518981-50,active,233,
f6993074c4b14197ba1c6575a71615de,GB,31,"Non-governmental organisations, platforms and networks and similar",UKHF,UK Health Forum,3,200000,299999,,6.75,0,208489918954-73,active,233,
51b7b9d4a36e49b7a9eac9cdde1078be,NL,25,Trade and business organisations,STIVA,Stichting Verantwoorde Alcoholconsumptie,2,,9999,,0.25,0,346771018969-91,active,155,
20657092e2c6465fbe11a336270325cc,FR,31,"Non-governmental organisations, platforms and networks and similar",BBC,BLEU-BLANC-COEUR,3,300000,399999,,18,0,360619318968-95,active,75,
6d461b3378984afb8c1fc49a706efa68,GB,31,"Non-governmental organisations, platforms and networks and similar",WCRF International,World Cancer Research Fund International,3,,9999,,0.5,0,545482518802-18,active,233,
0af8fdf7fa9246ec8a791ffb509b2098,GR,25,Trade and business organisations,ΕΑΕΕ,HELLENIC ASSOCIATION OF INSURANCE COMPANIES,2,10000,24999,,0.25,0,276776018972-79,active,85,
3c8abf6a34c540afb9d343f33506237d,DE,27,Other in house lobbyists,,VG Media,2,25000,49999,,0.5,1,956860819001-30,active,82,
5581ce3ad7404f5bb1765e887532fe10,IT,41,Think tanks and research institutions,IAIC,Accademia Italiana del Codice di Internet,4,,,90000,1.5,0,525155418923-75,active,108,
498ce5ab99b64a54968a77d78448f7fc,IT,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",AVIS Nazionale,Associazione Volontari Italiani del Sangue Sede Nazionale,6,,9999,,1,0,229199618965-08,active,108,
5430592813854731bb55cf5b505eaca5,NO,21,Companies & groups,TV 2,TV 2 AS,2,,9999,,1.25,0,418405018984-75,active,165,
