ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
93,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,A member of the Scientific Council of the Aristide Merloni Foundation,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2165-EN-F1-1.PdF,,"provided  that  Mr ALMUNIA  scrupulously  complied  with  his obligations  to  behave  in  all  circumstances  with  integrity  and  discretion, and  to  protect  collective  responsibility  and  the  confidentiality  of  matters dealt with by the Commission during his terms of office, laid down in the second  paragRaphael  of  Article  245  and  Article  339  TFEU  and  the  Code  of Conduct  of  Commissioners,  and  that  he  refrained  from  lobbying  the Commission  and/or  its  departments  in  favour  of  the  Aristide  Merloni Foundation  within  eighteen  months  of  leaving  office,  and  that  he  acted with discretion with regard to any experience or knowledge he may have acquired either directly or indirectly during his terms of office",?,,,20/04/2016,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2165-EN-F1-1.Democratic PartyF,,
94,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the Scientific Committee for the study 'Building the Energy Union to Fuel European Growth' by the European House – Ambrosetti,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2135-EN-F1-1.PdF,,"provided that Mr ALMUNIA: (i) avoided any conflict of interests by refraining from any activity, such as lobbying, that might favour the commercial interests of the companies involved, and in particular ENEL, and by demonstrating an appropriate degree of tact regarding his experience and knowledge gained directly or indirectly during his term of office as Member of the Commission responsible for competition",paid  ,,,15/07/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2135-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2172/response/7705/attach/2/Annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=625244214975-24
95,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the Advisory Board of the Centre for European Policy Studies,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2135-EN-F1-1.PdF,,provided that for eighteen months after leaving his post at the Commission Mr ALMUNIA refrained from any lobbying of the Commission or its departments on behalf of the organisation in question on any matters relating to his previous portfolio ,unpaid,,,15/07/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2135-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2172/response/7705/attach/2/Annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=86853666704-95
96,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Contract with the Thinking Heads Group to manage participation in conferences and events ,Others,Others,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA complied with his obligations under Articles 245 and 339 TFEU and the Code of Conduct for Commissioners, in particular with regard to protection of collective responsibility and the confidentiality of matters handled by the Commission during his two terms of office as a Member of the Commission, and provided that he refused any specific activity that could conflict with these obligations; ",paid  ,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
97,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Correspondent Member of the Competence Center of European and International Law at the University of St. Gallen (Switzerland),"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,,unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
98,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the advisory board of Notre Europe,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA refrained from lobbying the Commission and/or its departments on all matters relating to his portfolio on behalf of the bodies mentioned above and/or in the interests of Others bodies that they might wish to promote, during the 18 months after he left office; ",unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
99,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the advisory board of the Centre for European Reform,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA refrained from lobbying the Commission and/or its departments on all matters relating to his portfolio on behalf of the bodies mentioned above and/or in the interests of Others bodies that they might wish to promote, during the 18 months after he left office; ",unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=524976815651-12
100,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the advisory board of the European Policy Centre,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA refrained from lobbying the Commission and/or its departments on all matters relating to his portfolio on behalf of the bodies mentioned above and/or in the interests of Others bodies that they might wish to promote, during the 18 months after he left office; ",unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=89632641000-47
101,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the advisory board of the Foundation for European Progressive Studies ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA refrained from lobbying the Commission and/or its departments on all matters relating to his portfolio on behalf of the bodies mentioned above and/or in the interests of Others bodies that they might wish to promote, during the 18 months after he left office; ",unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=00747188174-74
102,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,member of the Board of the Deusto Business School ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,,unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
103,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Member of the Board of Trustees of Friends of Europe,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,"provided that Mr ALMUNIA refrained from lobbying the Commission and/or its departments on all matters relating to his portfolio on behalf of the bodies mentioned above and/or in the interests of Others bodies that they might wish to promote, during the 18 months after he left office; ",unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
104,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,member of the European Academies' Science Advisory Council ,"Think tanks, research and academic institutions",Academic,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,,unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=133236011647-58
105,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Visiting Fellow at the Minda de Gunzburg Center for European Studies at Harvard University ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,,unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
106,Joaquín Almunia,,Spain,S&D,Spanish Socialist Workers' Party,European Commission,Competition,Visiting Professor in Practice at the European Institute of the London School of Economic ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.PdF,,,unpaid,,,18/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2116-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1999/response/7031/attach/2/annexe%202.Democratic Partyf,
107,Janusz Lewandowski,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Janusz_Lewandowski_Sejm_2016.JPG/330px-Janusz_Lewandowski_Sejm_2016.JPG,Poland,EPP,Civic Platform,European Commission,Financial Programming and Budget,MEP,Elected office & public sector,Elected office,No,,,,No authorisation required,paid  ,,,- ,no,,,
108,Janez Potocnik,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Janez_Poto%C4%8Dnik%2C_Strasbourg_-_Diliff.jpg/330px-Janez_Poto%C4%8Dnik%2C_Strasbourg_-_Diliff.jpg,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,Member of the 'A vision for Europe towards sustainable and circular economy' Steering Committee ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,"on the conditions that Mr Potocnik: (1) abides by his obligations deriving from articles 245 and 339 of the TFEU and from the Code of Conduct for Commissioners, and notably as concerns the protection of the confidentiality and the collegiality of the matters dealt with by the Commission during his three Commission mandates; and (2) refrains from lobbying the Commission and its services, in the context of his activity as member of the Steering Committee for ""A Vision for Europe towards sustainable and circular economy""and, in more general terms, in favour of the Stiftungsfonds für Umweltökonomie und Nachhaltigkeit, the Ellen McArthur Foundation and the McKinsey Center for Business & Environment"". ",paid  ,,,15/04/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/8/Annexe%201.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/10/M%20Potocnik%20annexe%202.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/11/M%20Potocnik%20annexe%203.Democratic Partyf , partnership between Stiftungsfonds fur Umweltokonomie und Nachalitigkeit (SUN) the Ellen McArthur Foundation and the McKinsey Center for Business & Environment 
109,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,President of the Long-term vision for the Balkans sub-region of the Mediterranean Biodiversity Hotspot in the framework of the Critical Ecosystem Partnership Fund ,"Non-governmental organisations, platforms and networks and similar",NGOs,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,"on the conditions that Mr Potocnik: (1) abides by his obligations deriving from articles 245 and 339 of the TFEU and from the Code of Conduct for Commissioners, and notably as concerns the protection of the confidentiality and the collegiality of the matters dealt with by the Commission during his three Commission mandates; and (2) refrains from any lobbying vis-à-vis the Commission and its services. ",paid  ,,,15/04/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/10/M%20Potocnik%20annexe%202.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/10/M%20Potocnik%20annexe%202.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/11/M%20Potocnik%20annexe%203.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/11/M%20Potocnik%20annexe%203.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=70299514465-38
110,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,Ambassador for the Global Alliance on Health and Pollution ,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,,unpaid,,,18/03/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/8/Annexe%201.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/10/M%20Potocnik%20annexe%202.Democratic Partyf,
111,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,President of the Rural Investment Support for Europe Foundation (RISE Foundation) ,"Non-governmental organisations, platforms and networks and similar",NGOs,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,"Providing Mr Potocnik refrained from lobbying the Commission and/or its departments for eighteen months after leaving the Commission should the RISE Foundation decide to become involved in specific projects linked to the environment and ask for financial support from the European Union, and, more generally, in favour of the RISE Foundation and/or the interests of the bodies it supports; ",unpaid,,,18/03/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1946/response/7116/attach/8/Annexe%201.Democratic Partyf + http://www.asktheeu.org/en/request/1946/response/7116/attach/10/M%20Potocnik%20annexe%202.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=653471311607-37
112,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,Co-president of the UN International Resource Panel ,Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,,,,,10/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/6/annex%20vi.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
113,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,President of the Forum for the Future of Agriculture ,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,"providing his activities relating to organising the programme for the Forum's annual conference, the list of participants and chairing the annual conference did not include anything connected to the commercial interests of Syngenta; ",,,,10/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/6/annex%20vi.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
114,Janez Potocnik,,Slovenia,ALDE,Liberal Democracy,European Commission,Environment,Member of the Advisory Board of the European Policy Centre ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,providing Mr Potocnik abstained from lobbying activities should the European Policy Centre decide to get involved in specific projects concerning the environment and ask for financing from the European Union; ,,,,10/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/6/annex%20vi.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf ,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=89632641000-47
115,Jacek Dominik ,,Poland,EPP,Civic Platform,European Commission,Budget,Member of the audit committe of the EIB ,Elected office & public sector,Public sector,No,,http://www.eib.org/about/governance-and-structure/statutory-bodies/audit_committee/,,,,,,,,,,
116,Jacek Dominik ,,Poland,EPP,Civic Platform,European Commission,Budget,Counsellor General in the Ministry of Finance of Poland ,Elected office & public sector,Elected office,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2112-EN-F1-1.PdF,,,paid  ,,,21/01/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2112-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2134/response/7636/attach/3/Annexes.Democratic Partyf,
117,Dacian Ciolos,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/EPP_Congress_2187_%288096672652%29_%28cropped%29.jpg/330px-EPP_Congress_2187_%288096672652%29_%28cropped%29.jpg,Romania,NI ,Independent,European Commission,Agriculture,Member of the Board of Trustees of the International Food Policy Research Institute (IFPRI,"Think tanks, research and academic institutions",Think tanks,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.PdF,,"""provided Mr CIOLOŞ (i) fulfilled his obligations of discretion and collective responsibility and confidentiality under Article 245 of the TFEU and Section 1.7 of the Code of Conduct for Commissioners, and (ii) refrained from lobbying the Commission and/or its departments with regard to any request by the IFPRI for financing from the European Union""",,,,14/10/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/dacian_ciolos_ifpri,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=242867516855-06
118,Dacian Ciolos,,Romania,NI ,Independent,European Commission,Agriculture,Prime minister of Romania,Elected office & public sector,Elected office,No,,http://www.politico.eu/article/former-commissioner-to-be-romanian-prime-minister/,,No authorisation required,,,,11/11/2015,no,http://www.politico.eu/article/former-commissioner-to-be-romanian-prime-minister/,,
119,Dacian Ciolos,,Romania,NI ,Independent,European Commission,Agriculture,Special adviser to Jean-Claude Juncker on International Food Security,Elected office & public sector,Public sector,No,,http://europa.eu/rapid/press-release_MEX-15-5297_en.htm + http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.PdF,,"No authorisation required, but see this ""the activity planned by Mr CIOLOŞ as a Member of the Board of Trustees of the International Food Policy Research Institute (IFPRI) was also compatible with that as Special Adviser to the President of the Commission in the field of international food safety, provided Mr CIOLOŞ (i) took care to fulfil all the obligations imposed on Special Advisers, (ii) immediately informed the Commission should a situation arise where there was risk of conflict of interest between his post as Special Adviser to the President of the Commission and his post as Member of the Board of Trustees of the IFPRI, and(iii) was not involved in any case connected to or having an effect on the financing of the IFPRI."" ",unpaid,,,- ,no,http://europa.eu/rapid/press-release_MEX-15-5297_en.htm + http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/dacian_ciolos_ifpri,
123,Dacian Ciolos,,Romania,NI ,Independent,European Commission,Agriculture,member of the Board of Trustees of Friends of Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,,,No application for authorisation made,,,,- ,no,,,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
124,Connie Hedegaard,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Connie_Hedegaard%2C_Danmarks_miljominister_och_nordisk_samarbetsminister.jpg/330px-Connie_Hedegaard%2C_Danmarks_miljominister_och_nordisk_samarbetsminister.jpg,Denmark,EPP,Conservative People's Party,European Commission,Climate action,member of the sustainability council - volkswagen ,Private Sector ,Companies and groups,Yes,Double check ,Withdrawn before COM decision made,,"CH emailed COM for authorisation for this activity on 11/11/14. The ad hoc ethical committee provided its opinion on 5/12/14. CH provided further information on 22/2/15. Ad hoc ethical committee provided a further opinion on 26/2/15. Following an email from Catherine Day, on 5/3/15, CH withdraws request.",,,,- ,yes,http://www.volkswagenag.com/en/sustainability/sustainability-council.html,http://www.asktheeu.org/en/request/1691/response/6133/attach/3/RE%20Cann.Democratic Partyf + http://www.asktheeu.org/en/request/2133/response/7677/attach/3/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=6504541970-40
125,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,Chair of the board of the Kann Foundation (now re-named KR Foundation),"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she refrained from lobbying the Commission and its departments, should any of these organisations ask for financial support from the European Union ",,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1691/response/6133/attach/4/annexes.Democratic Partyf,
126,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,member of the board of Danfoss,Private Sector ,Companies and groups,No,,http://www.asktheeu.org/en/request/ex_commissioner_hedegaard,,No authorisation required as 18 month authorisation and lobby ban has now ended,?,,,-,?,http://www.asktheeu.org/en/request/ex_commissioner_hedegaard,http://www.danfoss.com/newsstories/cf/former-eu-commissioner-for-climate-action-joins-danfoss-board/?ref=17179879870,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=212432414885-94
127,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,Chair of the OECD Round Table for Sustainable Development ,Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she refrained from lobbying the Commission and its departments, should any of these organisations ask for financial support from the European Union ",,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1691/response/6133/attach/4/annexes.Democratic Partyf,
128,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,Co-chair of the ‘R 20’ initiative ,Private Sector ,Business association ,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she refrained from lobbying the Commission and its departments, should any of these organisations ask for financial support from the European Union ",unpaid,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1691/response/6133/attach/4/annexes.Democratic Partyf,
129,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,Chair of the Danish Ministry of Culture’s Public Service Committee ,Elected office & public sector,Public sector,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she refrained from lobbying the Commission and its departments, should any of these organisations ask for financial support from the European Union ",,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1691/response/6133/attach/4/annexes.Democratic Partyf,
130,Connie Hedegaard,,Denmark,EPP,Conservative People's Party,European Commission,Climate action,External member of the board of Århus University + now chair (as of September 2016),"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she refrained from lobbying the Commission and its departments, should any of these organisations ask for financial support from the European Union ",,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1691/response/6133/attach/4/annexes.Democratic Partyf,
131,Catherine Ashton,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Catherine_Ashton%2C_Head_of_the_European_Defence_Agency%2C_High_Representative_of_the_Union_for_Foreign_Affairs_and_Security_Policy_%26_Vice-President_of_the_European_Commission_%2813468295505%29.jpg/330px-thumbnail.jpg,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,Academic activity at Yale University ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.PdF,,"provided that Baroness ASHTON scrupulously fulfilled her obligations of discretion and collective responsibility and confidentiality under Articles 245 and 339 of the Treaty on the Function of the European Union (TFEU) and section 1.7 of the Code of Conduct for Commissioners, and that she refrained from lobbying the Commission and/or its departments for 18 months after leaving the Commission with regard to any request Yale University might make in order to gain support from the European Union",unpaid,,,16/09/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2292/response/8155/attach/2/2015%205054.Democratic Partyf,
132,Catherine Ashton,,UK,S&D,Labour Party,European Commission,High Representative of the Union for Foreign Affairs and Security Policy,Involvement in activities of the think tank Inter Mediate ,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.PdF,,"providing Baroness ASHTON scrupulously fulfilled her obligations of discretion and collective responsibility and confidentiality under Articles 245 and 339 TFEU and section 1.7 of the Code of Conduct for Commissioners, and that she refrained from lobbying the Commission and/or its departments for 18 months after leaving the Commission with regard to any request Inter Mediatemight make in order to gain support from the European Union. ",unpaid,,,16/09/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2292/response/8155/attach/2/2015%205054.Democratic Partyf,
